CNPJ,ESPECIALIDADE,ESTABELECIMENTO
02223966009170,Brasileira,Restaurante
02223966010348,Brasileira,Restaurante
02223966010690,Alemã | Cozinha regional,Restaurante
02224005000123,Brasileira | Japonesa,Similar
02227880000169,Brasileira,Cafeteria
02229335000101,Brasileira,Cafeteria
02229769000101,Cozinha regional,Restaurante
02240411000180,Brasileira,Restaurante
02240666000142,Brasileira,Restaurante
02242946000190,Brasileira | Cozinha regional,Restaurante
02244229000105,Brasileira | Mexicana,Bar
02246857000111,Alemã,Restaurante
02247132000229,Brasileira,Restaurante
02247897000188,Cozinha regional | Portuguesa,Cafeteria
02249716000152,Americana,Restaurante
02256013000151,Brasileira,Bar
02260441000158,Alemã | Brasileira | Cozinha regional,Similar
02260441000158,Alem? | Brasileira | Cozinha regional,Similar
02262809000117,Brasileira,Restaurante
02264674000129,Brasileira,Restaurante
02265463000100,Brasileira,Restaurante
02266042000102,Brasileira,Restaurante
02266109000109,Brasileira,Restaurante
02267062000190,Americana | Árabe,Cafeteria
02274630000180,Brasileira,Restaurante
02274751000121,Brasileira,Similar
02278219000182,Brasileira,Restaurante
02278706000145,Brasileira | Cozinha regional,Restaurante
02279926000193,Brasileira | Cozinha regional,Similar
02281802000142,Brasileira | Cozinha regional,Restaurante
02282183000100,Brasileira | Cozinha regional | Italiana,Similar
02286009000136,Chinesa,Restaurante
02286076000150,Brasileira,Restaurante
02289146000124,Japonesa,Bar
02292883000186,Brasileira,Restaurante
02297569000196,Brasileira,Restaurante
02300810000199,Brasileira | Cozinha regional,Bar
02305661000150,Cozinha regional,Similar
02308948000134,Brasileira,Restaurante
02309695000113,Brasileira | Espanhola,Restaurante
02311707000144,Portuguesa,Similar
02311709000133,Portuguesa,Similar
02311711000102,Brasileira,Similar
02311711000293,Brasileira,Similar
02313862000108,Brasileira,Restaurante
02315727000193,Brasileira | Italiana,Restaurante
02318956000161,Brasileira,Restaurante
02318956000323,Brasileira | Cozinha regional,Restaurante
02318956000404,Brasileira | Cozinha regional,Restaurante
02318956000595,Brasileira | Cozinha regional,Restaurante
02318956000676,Brasileira | Cozinha regional,Bar
02318956000757,Brasileira | Cozinha regional,Restaurante
02318956000838,Brasileira | Cozinha regional,Restaurante
02318956000919,Brasileira | Cozinha regional,Restaurante
02318956001052,Brasileira,Bar
02318956001133,Brasileira | Cozinha regional,Restaurante
02318956001214,Brasileira | Cozinha regional,Restaurante
02318956001303,Brasileira | Cozinha regional,Restaurante
02322506000142,Cozinha regional,Bar
02325010000122,Brasileira,Restaurante
02328416000169,Brasileira,Similar
02328965000133,Brasileira,Restaurante
02329858000120,Brasileira,Restaurante
02329858000200,Brasileira | Cozinha regional,Restaurante
02335500000100,Italiana,Restaurante
02335831000140,Brasileira | Cozinha regional,Restaurante
02337536000122,Brasileira,Restaurante
02343543000137,Brasileira,Similar
02344314000137,Alemã | Brasileira | Italiana,Cafeteria
02353738000672,Brasileira,Restaurante
02355913000156,Brasileira | Cozinha regional | Italiana,Restaurante
02358513000102,Brasileira,Restaurante
02365643000164,Brasileira,Restaurante
02367426000103,Cozinha regional,Restaurante
02367948000105,,Similar
02369015000157,Brasileira,Similar
02372308000193,Brasileira | Japonesa,Restaurante
02374103000147,Brasileira | Cozinha regional,Restaurante
02374475000173,Brasileira | Italiana,Bar
02382260000102,Argentina,Restaurante
02382980000160,Cozinha regional | Italiana,Restaurante
02388014000150,Alemã,Restaurante
02388617000151,Brasileira,Restaurante
02394979000236,Francesa,Restaurante
02398404000100,Brasileira,Similar
02399303000154,Cozinha regional,Restaurante
02399548000181,Brasileira | Cozinha regional | Italiana,Restaurante
02403403000107,Brasileira,Restaurante
02413162000187,Brasileira | Cozinha regional,Restaurante
02415658000190,Brasileira,Restaurante
02419365000180,Brasileira,Similar
02419765002482,Brasileira,Bar
02419765002482,Brasileira,Restaurante
02422440000162,Brasileira,Restaurante
02426611000121,Brasileira,Similar
02426919000177,Alemã | Brasileira,Similar
02426919000177,Alem? | Brasileira,Similar
02428412000152,Brasileira,Restaurante
02428897000184,Brasileira,Cafeteria
02431931000170,Brasileira,Restaurante
02435009000150,Brasileira | Cozinha regional,Similar
02436112000115,Brasileira | Árabe,Bar
02436547000160,Cozinha regional,Similar
02437031000130,Brasileira | Italiana,Restaurante
02443675000130,Cozinha regional,Restaurante
02444078000120,Brasileira,Restaurante
02451092000151,Alemã | Brasileira | Italiana,Restaurante
02454869000131,Cozinha regional,Similar
02455195000190,Brasileira | Cozinha regional,Restaurante
02457793000106,Brasileira,Restaurante
02462728000160,Brasileira,Cafeteria
02467182000130,Brasileira | Cozinha regional,Restaurante
02470971000120,Brasileira | Italiana,Restaurante
02475436000162,Brasileira,Bar
02481276000164,Cozinha regional,Restaurante
02481828000134,Brasileira | Francesa | Italiana,Restaurante
02484060000152,Brasileira,Restaurante
02484369000142,Brasileira | Italiana,Restaurante
02490920000160,Brasileira,Restaurante
02492287000140,Brasileira,Restaurante
02494984000130,Brasileira,Restaurante
02496102000175,Brasileira,Restaurante
02496915000165,Italiana,Restaurante
02497020000145,Brasileira,Restaurante
02498309000189,Brasileira,Similar
02508755000208,Brasileira,Cafeteria
02509372000173,Italiana,Restaurante
02509375000298,Italiana,Restaurante
02509779000109,Brasileira,Restaurante
02512038000179,Brasileira | Cozinha regional,Restaurante
02515417000112,Brasileira,Similar
02515642000159,Brasileira,Restaurante
02520126000112,Brasileira | Árabe,Restaurante
02521818000185,Brasileira,Restaurante
02524414000145,Brasileira,Bar
02526318000136,Japonesa,Restaurante
02531699000141,Brasileira,Restaurante
02532703000196,Brasileira,Restaurante
02534522000107,Brasileira | Cozinha regional | Portuguesa,Restaurante
02535628000117,Cozinha regional,Similar
02535726000154,Brasileira,Similar
02542552000157,Brasileira,Restaurante
02549955000128,Brasileira,Restaurante
02550134000101,Brasileira,Similar
02550134000292,Brasileira,Restaurante
02553066000134,Brasileira,Restaurante
02554184000167,Brasileira,Similar
02556026000146,Brasileira,Restaurante
02556344000107,Cozinha regional,Restaurante
02556724000141,Brasileira,Restaurante
02558106000130,Brasileira | Cozinha regional | Italiana,Restaurante
02559562000286,Brasileira,Similar
02561024000145,Alemã | Brasileira | Italiana,Similar
02570948000108,Brasileira | Cozinha regional,Restaurante
02571765000107,Brasileira,Restaurante
02577631000101,Brasileira,Restaurante
02579730000114,Alemã | Americana | Brasileira,Bar
02579730000114,Alem? | Americana | Brasileira,Bar
02580494000156,Brasileira,Restaurante
02583858000151,Brasileira | Cozinha regional,Similar
02584924002232,Brasileira,Restaurante
02585348000113,Alemã | Brasileira,Similar
02585348000113,Alem? | Brasileira,Similar
02585606000161,Brasileira | Cozinha regional,Similar
02586051000172,Cozinha regional,Restaurante
02588816000103,Italiana,Restaurante
02589061000161,Brasileira,Restaurante
02589899000155,Alemã | Cozinha regional,Restaurante
02589899000155,Alemã | Cozinha regional,Cafeteria
02589899000155,Alem? | Cozinha regional,Restaurante
02589899000155,Alem? | Cozinha regional,Cafeteria
02592512000110,Brasileira,Restaurante
02599398000150,Brasileira,Restaurante
02599582000108,Brasileira | Cozinha regional | Japonesa,Restaurante
02603814000146,Brasileira | Japonesa | Árabe,Restaurante
02603814000146,?rabe | Brasileira | Japonesa,Restaurante
02603814000146,Árabe,Restaurante
02611891000148,Brasileira,Cafeteria
02615790000145,Italiana,Restaurante
02615790000145,Brasileira | Italiana,Restaurante
02616534000172,Brasileira,Restaurante
02617079000120,Cozinha regional,Restaurante
02625790000126,Cozinha regional | Italiana,Restaurante
02627200000102,Brasileira,Restaurante
02629132000102,Brasileira,Restaurante
02631441000117,Brasileira,Restaurante
02633083000181,Brasileira | Cozinha regional,Restaurante
02634678000151,Brasileira,Bar
02636862000130,Brasileira,Restaurante
02643287000101,Italiana,Restaurante
02653124000100,Brasileira | Espanhola | Italiana,Restaurante
02655310000170,Brasileira | Cozinha regional,Restaurante
02659024000182,Brasileira,Restaurante
02661074000102,Brasileira,Restaurante
02662826000141,Brasileira | Cozinha regional,Restaurante
02663391000150,Brasileira,Restaurante
02664723000110,Brasileira,Cafeteria
02673363000113,Brasileira,Restaurante
02673897000140,Cozinha regional,Restaurante
02679357000173,Brasileira,Restaurante
02680663000120,Brasileira,Restaurante
02681932000172,Italiana,Restaurante
02683562000102,Cozinha regional,Restaurante
02683600000127,Alemã | Cozinha regional | Italiana,Cafeteria
02683600000127,Alem? | Cozinha regional | Italiana,Cafeteria
02685257000150,Brasileira,Restaurante
02693359000117,Chinesa | Japonesa | Tailandesa,Restaurante
02700119000100,Americana | Brasileira,Restaurante
02702340000190,Brasileira | Cozinha regional,Restaurante
02706940000126,Argentina | Brasileira | Italiana,Bar
02707140000120,Brasileira,Restaurante
02707140000200,Brasileira,Restaurante
02717214000109,Brasileira,Restaurante
02719460000108,Brasileira,Restaurante
02724556000156,Brasileira,Similar
02725107000122,Brasileira,Restaurante
02727937000199,Brasileira,Restaurante
02728214000104,Brasileira,Similar
02730188000159,Brasileira,Restaurante
02730645000105,Árabe,Restaurante
02730658000184,Brasileira,Restaurante
02738683000104,Brasileira,Restaurante
02742263000100,Brasileira,Restaurante
02743213000139,Brasileira | Cozinha regional,Restaurante
02743676000109,Brasileira,Restaurante
02744606000167,Brasileira | Portuguesa,Restaurante
02746227000106,Brasileira,Similar
02747294000145,Brasileira,Restaurante
02748574000178,Brasileira | Cozinha regional | Portuguesa,Similar
02748702000183,Brasileira,Cafeteria
02751115000143,Brasileira | Cozinha regional,Restaurante
02752622000100,Cozinha regional,Restaurante
02752622000100,Brasileira | Cozinha regional,Restaurante
02753746000100,Brasileira,Similar
02754147000100,Alemã,Restaurante
02754147000100,Alem?,Restaurante
02754732000100,Alemã,Restaurante
02754732000100,Alem?,Restaurante
02754892000141,Brasileira,Similar
02756852000139,Brasileira,Similar
02757087000171,Brasileira | Cozinha regional | Italiana,Restaurante
02757474000108,Brasileira,Restaurante
02757474000531,Cozinha regional,Restaurante
02759189000126,Brasileira,Restaurante
02767313000103,Cozinha regional,Restaurante
02770328000112,Brasileira,Restaurante
02771282000156,Brasileira | Cozinha regional,Bar
02771421000141,Brasileira | Cozinha regional,Restaurante
02771457000125,Brasileira,Restaurante
02774492000106,Brasileira,Similar
02774645000107,Brasileira,Restaurante
02777188000104,Cozinha regional,Restaurante
02780804000186,Brasileira | Cozinha regional,Restaurante
02783664000108,Brasileira,Cafeteria
02788189000154,Brasileira,Restaurante
02789588000130,Brasileira,Bar
02791208000100,Brasileira,Restaurante
02792494000110,Italiana,Restaurante
02793899000172,Cozinha regional,Restaurante
02794643000180,Cozinha regional,Restaurante
02795831000122,Brasileira,Similar
02798160000153,Brasileira | Italiana,Restaurante
02800043000187,Brasileira,Restaurante
02803221000123,Brasileira,Similar
02806270000110,Brasileira,Restaurante
02806576000176,Francesa,Restaurante
02807664000192,Brasileira,Similar
02814103000110,Americana | Brasileira,Restaurante
02829839000162,Brasileira,Similar
02834334000196,Brasileira,Bar
02843906000101,Brasileira,Restaurante
02844120000109,Brasileira,Restaurante
02844511000115,Brasileira | Cozinha regional,Restaurante
02849349000128,Italiana,Restaurante
02851137000185,Brasileira | Italiana,Cafeteria
02853657000127,Brasileira,Restaurante
02855949000107,Americana | Brasileira,Restaurante
02855949000360,Americana | Brasileira,Restaurante
02855949000441,Americana | Brasileira,Restaurante
02861156000192,Italiana | Portuguesa,Similar
02861681000108,Brasileira | Francesa | Japonesa,Restaurante
02867819000186,Brasileira,Restaurante
02871308000138,Cozinha regional,Restaurante
02876218000130,Italiana,Restaurante
02876320000135,Brasileira,Bar
02876940000174,Brasileira,Restaurante
02877006000177,Brasileira | Cozinha regional,Restaurante
02877013000179,Brasileira | Cozinha regional,Restaurante
02883060000125,Brasileira,Cafeteria
02883967000194,Brasileira,Restaurante
02883967000356,Brasileira,Restaurante
02884121000179,Brasileira | Cozinha regional,Restaurante
02884166000143,Brasileira,Restaurante
02887906000103,Brasileira,Restaurante
02891535000125,Brasileira | Portuguesa,Bar
02892222000191,Brasileira | Cozinha regional,Restaurante
02894176000160,Brasileira,Similar
02894856000183,Brasileira,Restaurante
02899513000101,Brasileira,Similar
02900638000104,Cozinha regional,Restaurante
02902170000197,Brasileira,Similar
02902296000161,Cozinha regional,Restaurante
02909557000175,Japonesa,Restaurante
02910194000198,Cozinha regional | Portuguesa,Restaurante
02914261000142,Brasileira,Cafeteria
02914457000137,Brasileira,Restaurante
02914587000170,Brasileira,Restaurante
02917450000179,Cozinha regional,Restaurante
02918194000134,Cozinha regional,Restaurante
02918271000156,Brasileira,Bar
02918638000131,Brasileira,Restaurante
02919202000167,Brasileira,Restaurante
02925870000105,Brasileira,Restaurante
02925981000103,Brasileira,Bar
02929362000197,Brasileira,Restaurante
02931017000198,Brasileira | Cozinha regional,Restaurante
02931203000127,Brasileira,Cafeteria
02933463000131,Brasileira | Italiana,Bar
02937320000106,Brasileira,Similar
02939442000123,Brasileira,Restaurante
02940991000118,Brasileira | Cozinha regional,Bar
02942526000116,Brasileira | Cozinha regional,Restaurante
02948856000119,Brasileira,Restaurante
02956104000108,Portuguesa,Bar
02959552000157,Brasileira,Restaurante
02962687000171,Cozinha regional,Restaurante
02965098000147,Brasileira,Bar
02967041000187,Brasileira,Restaurante
02967041000268,Brasileira,Restaurante
02967526000170,Italiana,Restaurante
02969614000101,Brasileira | Cozinha regional,Bar
02970400000155,Brasileira,Similar
02970642000149,Brasileira,Similar
02971221000132,Brasileira | Cozinha regional | Italiana,Restaurante
02971221000213,Americana | Cozinha regional,Restaurante
02978166000102,Brasileira,Similar
02980132000152,Brasileira | Cozinha regional,Restaurante
02984632000162,Americana,Restaurante
02986561000137,Brasileira,Restaurante
02986879000118,Alemã,Cafeteria
02990775000187,Italiana,Cafeteria
02990877000100,Alemã | Brasileira | Cozinha regional,Restaurante
02991546000187,Alemã | Brasileira,Similar
02991546000187,Alem? | Brasileira,Similar
02991886000108,Brasileira,Similar
02993356000107,Espanhola,Similar
02993625000127,Brasileira,Similar
02994030000196,Brasileira,Restaurante
02997094000140,Brasileira,Restaurante
02997547000139,Portuguesa,Restaurante
02997551000105,Americana,Restaurante
03000333000109,Americana,Restaurante
03000333000290,Americana,Restaurante
03000333000451,Americana,Restaurante
03000333000532,Americana,Restaurante
03000567000156,Brasileira,Restaurante
03001461000177,Brasileira,Restaurante
03003644000121,Brasileira | Cozinha regional,Restaurante
03005330000168,Brasileira,Bar
03005549000167,Cozinha regional,Similar
03008808000103,Brasileira,Restaurante
03013545000120,Brasileira,Similar
03014402000133,Brasileira | Cozinha regional,Restaurante
03016958000169,Brasileira | Cozinha regional,Restaurante
03017971000132,Brasileira,Restaurante
03018049000160,Italiana,Restaurante
03020881000109,Alemã | Brasileira,Restaurante
03020881000109,Alem? | Brasileira,Restaurante
03029465000163,Brasileira,Similar
03029640000112,Cozinha regional,Restaurante
03029640000112,Cozinha regional,Similar
03037851000105,Brasileira,Restaurante
03038290000150,Restaurante,
03041240000122,Brasileira,Restaurante
03041631000147,Italiana,Similar
03042206000172,Brasileira,Restaurante
03042426000104,Francesa | Italiana,Restaurante
03043202000109,Brasileira,Similar
03043465000118,Brasileira,Restaurante
03047386000185,Brasileira,Restaurante
03049572000153,Italiana,Restaurante
03051633000117,Brasileira,Restaurante
03054910000145,Brasileira,Restaurante
03055037000105,Italiana,Restaurante
03055169000137,Cozinha regional,Restaurante
03057540000108,Argentina | Brasileira,Restaurante
03063806000117,Brasileira,Restaurante
03069059001104,Brasileira | Cozinha regional | Italiana,Restaurante
03069516000180,Brasileira | Cozinha regional,Cafeteria
03069726000179,Brasileira | Italiana,Restaurante
03072365000110,Japonesa,Restaurante
03072934000127,Cozinha regional,Restaurante
03076198000185,Brasileira,Restaurante
03077628000183,Brasileira,Restaurante
03078746000106,Brasileira,Restaurante
03079077000197,Brasileira | Cozinha regional,Restaurante
03080183000190,Brasileira,Restaurante
03083296000140,Cozinha regional | Espanhola,Restaurante
03086462000161,Brasileira,Restaurante
03090571000152,Brasileira,Restaurante
03090720000183,Cozinha regional,Similar
03092543000174,Brasileira,Restaurante
03094957000132,Alemã | Brasileira | Cozinha regional,Restaurante
03094957000132,Alem? | Brasileira | Cozinha regional,Restaurante
03096787000125,Brasileira,Restaurante
03103698000169,Americana,Similar
03103932000158,Cozinha regional,Bar
03112408000143,Brasileira,Similar
03114266000153,Brasileira,Similar
03117840000127,Brasileira,Restaurante
03118057000188,Brasileira,Similar
03121144000194,Brasileira,Restaurante
03128131000147,Brasileira,Similar
03133562000100,Cozinha regional,Restaurante
03136532000149,Cozinha regional,Restaurante
03137375000196,Brasileira | Cozinha regional,Restaurante
03138043000126,Cozinha regional,Restaurante
03138043000126,Brasileira | Cozinha regional,Restaurante
03142937000190,Brasileira | Italiana | Japonesa,Restaurante
03143841000146,Brasileira,Restaurante
03144973000192,Alemã | Brasileira | Italiana,Restaurante
03145545000184,Brasileira,Restaurante
03145782000145,Brasileira | Cozinha regional,Restaurante
03152315000142,Brasileira,Cafeteria
03154690000121,Brasileira,Restaurante
03158246000184,Brasileira | Portuguesa,Restaurante
03158402000107,Chinesa,Similar
03162220000100,Brasileira | Cozinha regional,Restaurante
03166459000158,Cozinha regional,Restaurante
03168897000155,Brasileira,Restaurante
03176670000151,Italiana,Similar
03180107000157,Cozinha regional,Restaurante
03185546000152,Brasileira,Restaurante
03186082000107,Alemã | Brasileira | Cozinha regional,Restaurante
03186082000107,Alem? | Brasileira | Cozinha regional,Restaurante
03186093000189,Brasileira,Restaurante
03190432000109,Brasileira | Cozinha regional | Portuguesa,Restaurante
03191001000159,Árabe,Restaurante
03191001000159,?rabe,Restaurante
03194971000108,Cozinha regional | Italiana,Restaurante
03199804000150,Brasileira,Restaurante
03200781000156,Americana | Brasileira,Restaurante
03205655000194,Brasileira | Italiana,Restaurante
03208448000193,Brasileira,Restaurante
03210755000109,Brasileira,Restaurante
03214015000140,Brasileira | Cozinha regional,Similar
03214015000140,Brasileira,Similar
03214610000186,Brasileira | Cozinha regional,Similar
03216572000109,Brasileira,Bar
03218428000101,Brasileira | Cozinha regional,Restaurante
03222508000122,Brasileira,Restaurante
03223918000198,Americana | Brasileira,Bar
03226928000187,Brasileira,Similar
03227737000130,Brasileira,Restaurante
03236111000190,Italiana,Restaurante
03240033000105,Chinesa | Japonesa,Restaurante
03241841000189,Brasileira | Italiana | Portuguesa,Similar
03242653000175,Brasileira,Restaurante
03243288000113,Brasileira,Restaurante
03243951000180,Brasileira,Restaurante
03244945000147,Cozinha regional,Restaurante
03246670000180,Brasileira | Italiana | Árabe,Cafeteria
03247760000196,Cozinha regional,Restaurante
03247760000277,Brasileira,Restaurante
03247760000358,Cozinha regional,Restaurante
03255668000178,Brasileira,Restaurante
03257681000166,Italiana,Restaurante
03266748000129,Árabe,Restaurante
03268853000105,Brasileira | Cozinha regional,Restaurante
03269324000118,Brasileira | Italiana | Japonesa,Similar
03278026000194,Cozinha regional,Similar
03278582000160,Brasileira | Cozinha regional | Italiana,Restaurante
03279576000128,Portuguesa,Similar
03282496000121,Brasileira,Restaurante
03284690000146,Cozinha regional,Restaurante
03285579000174,Brasileira,Similar
03285694000149,Brasileira | Italiana | Japonesa,Bar
03289944000119,Brasileira,Cafeteria
03290681000168,Brasileira | Cozinha regional,Bar
03292483000133,Cozinha regional,Restaurante
03295591000160,Brasileira | Cozinha regional | Italiana,Restaurante
03302875000136,Brasileira,Bar
03311270000101,Brasileira,Restaurante
03314021000170,Brasileira,Bar
03316854000170,Brasileira,Bar
03317577000110,Alemã,Restaurante
03317577000110,Alem?,Restaurante
03318840000195,Brasileira,Restaurante
03322145000105,Brasileira,Restaurante
03322329000167,Brasileira | Cozinha regional,Restaurante
03326306000120,Brasileira | Italiana,Similar
03327197000166,Brasileira,Restaurante
03328384000164,Alemã | Brasileira,Restaurante
03328384000164,Alem? | Brasileira,Restaurante
03329419000180,Francesa,Restaurante
03331418000250,Brasileira | Cozinha regional,Restaurante
03333441000101,Brasileira | Cozinha regional,Restaurante
03337479000144,Alemã | Italiana,Restaurante
03337479000144,Alem? | Italiana,Restaurante
03339697000207,Brasileira,Restaurante
03344333000126,Brasileira | Cozinha regional,Restaurante
03344534000123,Brasileira,Cafeteria
03345935000106,Brasileira,Restaurante
03347889000176,Italiana,Restaurante
03348292000146,Alemã,Similar
03348920000193,Americana | Brasileira,Similar
03349333000119,Brasileira | Italiana,Restaurante
03349877000180,Brasileira,Bar
03350588000100,Brasileira | Cozinha regional,Restaurante
03357775000107,Brasileira | Cozinha regional,Restaurante
03359204000101,Brasileira | Portuguesa,Similar
03360834000104,Alemã | Brasileira,Restaurante
03360834000104,Alem? | Brasileira,Restaurante
03361190000160,Brasileira,Cafeteria
03366477000183,Brasileira,Restaurante
03369740000198,Brasileira,Restaurante
03374051000171,Brasileira,Restaurante
03377148000138,Brasileira | Cozinha regional,Restaurante
03377305000105,Cozinha regional,Restaurante
03377604000140,Brasileira | Italiana,Similar
03377604000492,Brasileira | Italiana,Similar
03377968000120,Brasileira,Restaurante
03379860000176,Italiana,Restaurante
03382509000134,Brasileira | Cozinha regional,Similar
03384136000130,Brasileira | Cozinha regional,Restaurante
03384363000166,Brasileira,Restaurante
03389398000198,Brasileira | Cozinha regional,Cafeteria
03389698000177,Americana | Brasileira,Restaurante
03390852000120,Italiana,Restaurante
03391944000125,Brasileira,Restaurante
03396002000130,Brasileira,Restaurante
03396081000189,Brasileira | Cozinha regional | Francesa,Restaurante
03401093000154,Cozinha regional,Restaurante
03402488000171,Brasileira | Italiana,Restaurante
03403880000135,Alemã | Brasileira | Cozinha regional,Restaurante
03404572000124,Brasileira,Restaurante
03408771000100,Italiana,Restaurante
03414151000184,Brasileira | Cozinha regional,Similar
03415158000110,Cozinha regional,Restaurante
03415979000157,Brasileira,Restaurante
03415979000157,Brasileira | Japonesa | Portuguesa,Restaurante
03417013000159,Brasileira | Cozinha regional,Restaurante
03418070000152,Brasileira,Bar
03422299000160,Brasileira,Restaurante
03427671000121,Brasileira,Restaurante
03434295000100,Italiana,Restaurante
03436297000120,Cozinha regional,Restaurante
03436354000171,Brasileira,Restaurante
03436477000102,Brasileira,Restaurante
03438675000105,Brasileira | Cozinha regional,Restaurante
03440778000100,Cozinha regional,Restaurante
03441344000124,Brasileira,Restaurante
03442528000109,Brasileira,Restaurante
03442784000104,Cozinha regional,Restaurante
03445508000191,Brasileira,Restaurante
03445568000104,Brasileira | Italiana | Portuguesa,Restaurante
03447221000109,Brasileira,Restaurante
03447552000130,Italiana,Restaurante
03449275000103,Americana,Similar
03449785000172,Brasileira | Italiana | Portuguesa,Restaurante
03453311000102,Brasileira,Similar
03453632000107,Cozinha regional,Restaurante
03454983000124,Brasileira,Restaurante
03456966000126,Brasileira,Similar
03457379000151,Brasileira,Bar
03461935000163,Brasileira,Restaurante
03463502000147,Brasileira,Restaurante
03464186000128,Brasileira | Cozinha regional | Italiana,Restaurante
03465317000191,Brasileira,Restaurante
03465317000272,Brasileira,Restaurante
03467011000174,Brasileira | Italiana,Restaurante
03469151000181,Americana | Brasileira | Portuguesa,Cafeteria
03472723000181,Brasileira,Restaurante
03475252000165,Italiana,Restaurante
03483352000214,Brasileira,Restaurante
03486216000105,Francesa,Restaurante
03490038000188,Brasileira,Cafeteria
03490977000122,Brasileira | Cozinha regional,Restaurante
03490977000122,Brasileira,Restaurante
03491709000125,Brasileira | Cozinha regional | Árabe,Restaurante
03491709000125,?rabe | Brasileira | Cozinha regional,Restaurante
03491930000183,Brasileira,Similar
03494338000135,Argentina | Brasileira | Cozinha regional,Restaurante
03494502000104,Brasileira,Similar
03496536000219,Cozinha regional,Restaurante
03497178000188,Brasileira | Italiana,Restaurante
03498633000160,Brasileira,Restaurante
03499306000122,Brasileira,Restaurante
03500277000171,Brasileira,Restaurante
03507863000148,Cozinha regional,Restaurante
03508465000146,Brasileira,Similar
03513927000113,Brasileira,Similar
03520356000144,Brasileira,Restaurante
03521121000177,Cozinha regional,Restaurante
03524925000120,Brasileira | Cozinha regional,Restaurante
03526511000130,Brasileira | Italiana,Restaurante
03527642000131,Brasileira,Restaurante
03527753000148,Brasileira,Similar
03528547000152,Americana | Brasileira,Bar
03532941000164,Brasileira,Restaurante
03539547000158,Brasileira,Cafeteria
03539938000172,Brasileira | Cozinha regional | Portuguesa,Restaurante
03540225000129,Italiana,Restaurante
03540284000105,Brasileira | Italiana,Restaurante
03541337000102,Brasileira,Cafeteria
03541963000190,Brasileira | Cozinha regional,Restaurante
03545341000130,Americana,Bar
03549444000179,Americana | Brasileira,Bar
03550206000183,Italiana,Restaurante
03552752000153,Japonesa,Restaurante
03558599000171,Brasileira,Restaurante
03559626000120,Alemã | Brasileira | Italiana,Restaurante
03559626000120,Alem? | Brasileira | Italiana,Restaurante
03562285000142,Brasileira,Restaurante
03567058000100,Cozinha regional,Similar
03568413000165,Italiana,Similar
03568849000154,Brasileira | Francesa | Italiana,Similar
03569434000103,Brasileira,Restaurante
03572023000169,Espanhola | Portuguesa,Restaurante
03574234000130,Brasileira | Cozinha regional,Restaurante
03577393000270,Alemã | Brasileira | Italiana,Restaurante
03577607000127,Portuguesa,Restaurante
03578412000100,Americana | Brasileira,Restaurante
03579613000113,Cozinha regional,Restaurante
03584974000158,Brasileira,Similar
03587338000180,Brasileira,Restaurante
03589506000176,Brasileira,Restaurante
03590244000160,Brasileira,Similar
03593773000117,Americana,Restaurante
03595555000111,Brasileira,Restaurante
03598592000183,Brasileira,Restaurante
03600811000200,Cozinha regional,Restaurante
03603739002049,Alemã,Restaurante
03603739002049,Alem?,Restaurante
03604954000100,Cozinha regional | Italiana,Restaurante
03604954000100,Brasileira | Cozinha regional | Italiana,Restaurante
03607286000166,Brasileira,Restaurante
03608368000125,Brasileira,Restaurante
03611961000120,Brasileira | Espanhola | Portuguesa,Similar
03616785000110,Brasileira,Restaurante
03616827000970,Brasileira,Restaurante
03617187000165,Brasileira,Restaurante
03617258000120,Brasileira | Cozinha regional | Italiana,Restaurante
03619781000195,Brasileira,Restaurante
03624303000173,Brasileira | Cozinha regional | Italiana,Restaurante
03625490000100,Italiana,Restaurante
03626011000170,Brasileira,Similar
03626011000250,Brasileira | Portuguesa,Restaurante
03626970000195,Italiana,Similar
03632948000158,Brasileira | Cozinha regional,Restaurante
03640681000140,Brasileira,Cafeteria
03643774000129,Brasileira | Cozinha regional,Restaurante
03649906000120,Brasileira,Restaurante
03649906000200,Brasileira,Restaurante
03651259000190,Brasileira | Cozinha regional,Restaurante
03655492000141,Brasileira,Restaurante
03662644000133,Brasileira,Restaurante
03662703000173,Americana | Argentina | Brasileira,Restaurante
03662845000130,Brasileira,Restaurante
03663095000111,Brasileira,Restaurante
03663484000228,Italiana,Restaurante
03665927000139,Alemã | Brasileira | Italiana,Restaurante
03676100000120,Brasileira,Bar
03677011000280,Cozinha regional,Restaurante
03677203000105,Brasileira,Restaurante
03678192000188,Brasileira | Cozinha regional | Italiana,Restaurante
03681420000179,Italiana,Restaurante
03681968000119,Brasileira,Restaurante
03684943000179,Chinesa,Restaurante
03685705000188,Brasileira,Restaurante
03686747000133,Brasileira | Cozinha regional,Restaurante
03689716000136,Portuguesa,Similar
03689779000192,Cozinha regional,Similar
03695050000129,Italiana,Bar
03695266000194,Brasileira,Restaurante
03696653000145,Brasileira,Restaurante
03697289000138,Brasileira,Restaurante
03697971000120,Italiana,Restaurante
03698829000106,Brasileira,Restaurante
03700696000157,Japonesa,Restaurante
03707884000107,Brasileira,Restaurante
03708568000150,Cozinha regional | Italiana,Restaurante
03709172000127,Brasileira,Similar
03709569000119,Asiática | Brasileira,Restaurante
03709569000119,Asi?tica | Brasileira,Restaurante
03714860000185,Alemã,Similar
03715194000108,Brasileira | Francesa | Portuguesa,Restaurante
