CNPJ,ESPECIALIDADE,ESTABELECIMENTO
03715194000108,Brasileira | Portuguesa,Restaurante
03722508000191,Americana,Restaurante
03722508000434,Americana,Restaurante
03722508000787,Americana,Restaurante
03730048000143,Cozinha regional | Francesa | Italiana,Similar
03731886000131,Brasileira,Restaurante
03733123000120,Alemã | Brasileira | Portuguesa,Cafeteria
03734057000102,Brasileira,Cafeteria
03735469000167,Italiana,Restaurante
03735790000141,Brasileira | Cozinha regional | Italiana,Restaurante
03735926000113,Alemã | Brasileira,Restaurante
03743392000177,Brasileira | Francesa,Cafeteria
03744033000134,Brasileira,Cafeteria
03746794000125,Brasileira | Cozinha regional,Restaurante
03750183000150,Brasileira,Restaurante
03752396000111,Brasileira,Cafeteria
03753269000137,Cozinha regional,Restaurante
03754198000197,Brasileira | Cozinha regional,Restaurante
03754738000132,Brasileira | Cozinha regional,Restaurante
03760307000189,Brasileira,Similar
03771388000112,Brasileira | Cozinha regional | Italiana,Restaurante
03773414000141,Brasileira | Cozinha regional,Similar
03773880000127,Brasileira,Similar
03774152000130,Cozinha regional | Italiana,Restaurante
03777508000199,Brasileira,Restaurante
03780518000183,Cozinha regional,Restaurante
03781761000116,Brasileira,Restaurante
03787325000154,Brasileira,Similar
03787601000184,Brasileira,Similar
03789455000126,Brasileira,Bar
03790644000119,Brasileira,Restaurante
03797763000101,Cozinha regional,Cafeteria
03803709000113,Alemã,Bar
03806797000107,Brasileira,Restaurante
03807128000150,Brasileira,Similar
03808132000132,Brasileira,Restaurante
03808692000197,Brasileira,Restaurante
03809166000141,Brasileira | Cozinha regional | Italiana,Restaurante
03809354000170,Brasileira,Cafeteria
03812726000117,Brasileira,Restaurante
03817942000155,Alemã,Similar
03818211000124,Americana | Brasileira,Restaurante
03818214000168,Brasileira,Restaurante
03826032000139,Brasileira | Cozinha regional,Restaurante
03826316000125,Alemã | Brasileira,Restaurante
03826316000125,Alem? | Brasileira,Restaurante
03826412000173,Brasileira,Restaurante
03827421000189,Brasileira,Restaurante
03827875000150,Brasileira,Restaurante
03829098000182,Italiana,Restaurante
03829098000263,Italiana,Restaurante
03829098000344,Italiana,Restaurante
03829870000166,Brasileira | Cozinha regional | Portuguesa,Restaurante
03831249000137,Brasileira | Cozinha regional,Restaurante
03831710000151,Cozinha regional,Bar
03840057000197,Alemã | Brasileira | Portuguesa,Restaurante
03840057000197,Alem? | Brasileira | Portuguesa,Restaurante
03840859000105,Cozinha regional,Restaurante
03841184000100,Cozinha regional,Similar
03843968000178,Brasileira,Restaurante
03852211000140,Brasileira | Cozinha regional,Restaurante
03852211000140,Cozinha regional,Restaurante
03853570000112,Francesa | Italiana,Restaurante
03854102000162,Brasileira,Bar
03855931000160,Brasileira,Similar
03857534000127,Brasileira,Restaurante
03858108000108,Brasileira,Restaurante
03858435000160,Brasileira,Restaurante
03858435000160,Brasileira | Árabe,Restaurante
03858435000160,?rabe | Brasileira,Restaurante
03865659000107,Brasileira | Cozinha regional,Restaurante
03866536000182,Chinesa,Restaurante
03867398000156,Brasileira | Italiana,Restaurante
03872291000104,Italiana,Restaurante
03872357000158,Cozinha regional,Similar
03873837000133,Brasileira,Restaurante
03874046000128,Brasileira,Similar
03874957000155,Brasileira,Restaurante
03876515000148,Brasileira,Restaurante
03877787000162,Brasileira | Portuguesa,Similar
03880494000134,Brasileira,Restaurante
03880494000134,Brasileira,Bar
03882393000100,Brasileira,Restaurante
03887522000145,Brasileira,Restaurante
03891257000179,Brasileira,Bar
03901178000100,Cozinha regional,Bar
03903554000197,Brasileira,Restaurante
03904037000132,Brasileira,Similar
03911760000149,Brasileira,Restaurante
03912940000145,Brasileira | Cozinha regional | Italiana,Restaurante
03914414000114,Brasileira,Cafeteria
03915264000163,Brasileira,Restaurante
03919176000130,Brasileira | Cozinha regional,Restaurante
03921524000103,Brasileira,Cafeteria
03926325000198,Brasileira,Restaurante
03928080000138,Alemã | Brasileira | Italiana,Restaurante
03928229000189,Brasileira,Restaurante
03928813000134,Chinesa | Japonesa,Restaurante
03929078000183,Brasileira | Italiana,Similar
03929520000171,Cozinha regional,Restaurante
03931499000149,Brasileira,Similar
03933479000107,Brasileira,Restaurante
03943570000103,Brasileira | Italiana,Cafeteria
03946141000190,Brasileira | Cozinha regional,Restaurante
03951430000187,Argentina | Brasileira,Restaurante
03960972000116,Brasileira | Cozinha regional | Italiana,Restaurante
03964507000153,Brasileira,Cafeteria
03965031000175,Brasileira,Restaurante
03968592000128,Cozinha regional,Restaurante
03969459000196,Brasileira | Cozinha regional,Restaurante
03972171000170,Brasileira | Cozinha regional,Restaurante
03974253000154,Cozinha regional,Restaurante
03975441000105,Brasileira,Cafeteria
03978115000143,Italiana,Restaurante
03978240000153,Chinesa,Restaurante
03978733000193,Brasileira,Similar
03981868000108,Brasileira | Cozinha regional,Restaurante
03982948000188,Italiana,Similar
03986146000146,Brasileira,Restaurante
03989808000131,Brasileira,Restaurante
03990076000108,Cozinha regional,Restaurante
03990076000108,Brasileira | Cozinha regional,Restaurante
03993747000186,Italiana,Restaurante
03996379000120,Japonesa,Restaurante
03998836000115,Brasileira,Restaurante
03999221000103,Brasileira,Restaurante
03999971000185,Brasileira,Restaurante
04003102000111,Brasileira,Similar
04003535000177,Brasileira,Similar
04003909000154,Brasileira,Restaurante
04005997000123,Brasileira,Restaurante
04007360000176,Cozinha regional,Restaurante
04009504000123,Brasileira,Restaurante
04010009000134,Brasileira | Cozinha regional | Italiana,Restaurante
04010446000158,Brasileira,Cafeteria
04013410000128,Portuguesa,Restaurante
04015140000194,Japonesa,Restaurante
04022333000172,Brasileira,Similar
04027235000390,Cozinha regional,Restaurante
04034191000163,Italiana,Similar
04034983000138,Cozinha regional,Restaurante
04035073000170,Brasileira | Cozinha regional | Italiana,Restaurante
04035322000127,Brasileira,Restaurante
04037288000120,Brasileira,Similar
04042945000127,Brasileira | Cozinha regional,Restaurante
04047632000161,Cozinha regional | Francesa,Cafeteria
04048164000140,Brasileira,Cafeteria
04062961000181,Brasileira,Restaurante
04066355000134,Brasileira | Cozinha regional | Italiana,Restaurante
04070584000122,Brasileira,Cafeteria
04076099000166,Alemã | Brasileira | Cozinha regional,Restaurante
04076099000166,Alem? | Brasileira | Cozinha regional,Restaurante
04076345000180,Brasileira,Restaurante
04078232000113,Brasileira,Similar
04079693000100,Brasileira,Restaurante
04080892000139,Brasileira,Restaurante
04083492000187,Brasileira,Similar
04085515000192,Brasileira | Portuguesa,Bar
04085525000128,Italiana,Cafeteria
04086697000116,Asiática | Chinesa | Japonesa,Restaurante
04087365000156,Brasileira,Restaurante
04088154000138,Brasileira | Cozinha regional,Restaurante
04088382000108,Cozinha regional,Cafeteria
04094511000170,Cozinha regional,Restaurante
04095843000170,Cozinha regional,Restaurante
04095918000112,Brasileira,Restaurante
04097176000164,Brasileira,Restaurante
04098328000143,Brasileira | Italiana,Restaurante
04104851000135,Cozinha regional | Italiana,Restaurante
04104898000107,Brasileira,Restaurante
04106891000116,Brasileira | Italiana,Restaurante
04107010000181,Italiana,Restaurante
04108516000105,Alemã | Americana | Cozinha regional,Restaurante
04108516000105,Alem? | Americana | Cozinha regional,Restaurante
04109274000174,Brasileira | Cozinha regional,Restaurante
04110402000108,Brasileira,Restaurante
04110598000122,Brasileira,Restaurante
04111274000109,Cozinha regional,Restaurante
04112062000146,Brasileira,Restaurante
04112551000106,Brasileira,Similar
04112772000176,Brasileira,Restaurante
04112793000191,Cozinha regional,Restaurante
04114934000105,Brasileira | Cozinha regional,Similar
04117529000140,Cozinha regional,Restaurante
04121556000197,Brasileira,Restaurante
04123194000173,Alemã | Francesa | Italiana,Similar
04123194000173,Alem? | Francesa | Italiana,Similar
04123239000100,Brasileira | Cozinha regional,Restaurante
04123239000100,Brasileira,Restaurante
04125529000192,Brasileira,Cafeteria
04126722000148,Americana,Restaurante
04126722000229,Americana,Restaurante
04126722000300,Americana,Restaurante
04129174000100,Italiana,Restaurante
04135021000175,Americana | Brasileira,Restaurante
04135820000141,Americana | Brasileira,Restaurante
04136927000295,Brasileira | Cozinha regional,Restaurante
04141977000180,Brasileira | Italiana,Restaurante
04143059000190,Brasileira | Italiana | Japonesa,Restaurante
04144501000100,Brasileira,Restaurante
04148453000110,Brasileira,Restaurante
04155096000380,Brasileira | Cozinha regional,Restaurante
04155292000192,Cozinha regional,Restaurante
04159963000193,Brasileira | Cozinha regional,Restaurante
04160140000188,Cozinha regional | Italiana,Restaurante
04160675000159,Chinesa | Japonesa,Restaurante
04161589000160,Brasileira,Restaurante
04163038000136,Brasileira | Cozinha regional,Bar
04165956000102,Brasileira,Restaurante
04167551000103,Brasileira | Cozinha regional,Restaurante
04171590000176,Brasileira,Restaurante
04173083000171,Brasileira,Restaurante
04177269000107,Brasileira,Restaurante
04180441000173,Brasileira,Restaurante
04180572000150,Brasileira,Restaurante
04180943000102,Brasileira,Restaurante
04189159000157,Brasileira | Cozinha regional,Restaurante
04189504000152,Alemã | Cozinha regional | Italiana,Restaurante
04191191000177,Brasileira | Cozinha regional,Restaurante
04192631000100,Brasileira | Italiana,Restaurante
04196078000184,Brasileira,Restaurante
04199434000113,Brasileira,Restaurante
04201847000195,Brasileira,Similar
04202506000134,Cozinha regional | Italiana,Restaurante
04202741000106,Brasileira | Cozinha regional,Similar
04203644000138,Brasileira,Restaurante
04203671000100,Brasileira | Cozinha regional,Restaurante
04206043000189,Brasileira | Italiana,Restaurante
04211138000190,Brasileira,Restaurante
04211169000141,Brasileira | Italiana,Restaurante
04219219000137,Italiana,Restaurante
04225903000121,Brasileira | Cozinha regional,Restaurante
04226527000190,Portuguesa,Restaurante
04231857000173,Brasileira,Restaurante
04234621000190,Brasileira | Cozinha regional,Restaurante
04235153000179,Brasileira,Similar
04237336000123,Brasileira,Restaurante
04242808000136,Cozinha regional,Restaurante
04243696000138,Japonesa,Restaurante
04247214000118,Brasileira,Restaurante
04251171000144,Brasileira | Cozinha regional,Restaurante
04252066000120,Italiana,Restaurante
04263173000153,Brasileira,Restaurante
04263853000177,Brasileira,Cafeteria
04266157000114,Brasileira,Restaurante
04270788000107,Brasileira | Cozinha regional,Restaurante
04273310000130,Brasileira | Espanhola | Italiana,Restaurante
04277081000122,Cozinha regional,Restaurante
04277764000180,Brasileira,Similar
04278209000172,Brasileira | Cozinha regional,Similar
04282046000100,Brasileira,Similar
04282640000192,Americana | Cozinha regional,Restaurante
04283798000187,Alemã | Brasileira | Cozinha regional,Restaurante
04283900000144,Brasileira,Restaurante
04290493000100,Brasileira,Restaurante
04296594000180,Brasileira,Restaurante
04296809000163,Brasileira,Restaurante
04296809000244,Cozinha regional,Restaurante
04297580000181,Brasileira | Italiana,Restaurante
04300884000150,Brasileira,Cafeteria
04302323000190,Cozinha regional,Similar
04304611000184,Cozinha regional,Restaurante
04305782000128,Italiana,Restaurante
04306315000627,Brasileira,Cafeteria
04308535000185,Cozinha regional,Similar
04309104000133,Brasileira,Restaurante
04312032000183,Brasileira,Restaurante
04313429000190,Alemã,Restaurante
04313429000190,Alem?,Restaurante
04314144000173,Brasileira,Restaurante
04314510000194,Brasileira,Restaurante
04315157000167,Brasileira,Restaurante
04316654000180,Brasileira | Cozinha regional,Restaurante
04320541000158,Brasileira,Restaurante
04322131000146,Cozinha regional,Restaurante
04324515000106,Brasileira,Restaurante
04326893000110,Japonesa,Restaurante
04327090000180,Brasileira | Italiana,Restaurante
04328700000160,Brasileira,Similar
04330397000130,Brasileira,Restaurante
04330434000100,Americana | Brasileira,Restaurante
04332769000168,Brasileira,Similar
04335510000170,Francesa,Restaurante
04335641000158,Brasileira | Portuguesa,Bar
04337527000167,Brasileira,Similar
04340149000170,Brasileira | Italiana,Restaurante
04342454000100,Brasileira,Restaurante
04342508000129,Brasileira,Restaurante
04342707000803,Brasileira,Restaurante
04343313000101,Brasileira | Portuguesa,Restaurante
04343387000130,Cozinha regional,Restaurante
04344809000191,Portuguesa,Restaurante
04346236000135,Brasileira,Similar
04352401000161,Brasileira | Cozinha regional,Restaurante
04356676000173,Japonesa,Restaurante
04358264000172,Brasileira,Bar
04359603000135,Brasileira | Cozinha regional,Restaurante
04364252000150,Brasileira | Cozinha regional,Restaurante
04366686000190,Americana | Brasileira | Cozinha regional,Bar
04369265000112,Italiana,Restaurante
04369616000195,Brasileira | Cozinha regional,Restaurante
04370088000194,Brasileira | Cozinha regional,Restaurante
04371529000172,Brasileira,Bar
04372053000194,Brasileira,Restaurante
04372528000142,Brasileira,Bar
04373688000106,Brasileira,Bar
04377329000127,Brasileira,Restaurante
04381505000102,Brasileira,Restaurante
04381939000102,Brasileira,Similar
04382148000199,Alemã,Restaurante
04383687000142,Brasileira,Bar
04389215000105,Cozinha regional,Restaurante
04390429000193,Cozinha regional,Restaurante
04392610000139,Brasileira | Cozinha regional | Italiana,Restaurante
04393743000120,Brasileira,Restaurante
04394781000105,Brasileira,Similar
04395266000131,Portuguesa,Restaurante
04396442000150,Brasileira | Cozinha regional,Restaurante
04400169000190,Brasileira,Restaurante
04405518000166,Brasileira,Restaurante
04405582000147,Brasileira,Restaurante
04406589000183,Brasileira,Restaurante
04413249000180,Brasileira,Restaurante
04413752000135,Brasileira,Restaurante
04414233000191,Árabe,Restaurante
04414233000191,?rabe,Restaurante
04417043000128,Brasileira | Cozinha regional,Restaurante
04418632000120,Brasileira | Cozinha regional,Restaurante
04422955000198,Brasileira | Cozinha regional | Portuguesa,Restaurante
04426005000131,Asiática | Japonesa,Restaurante
04429951000131,Brasileira | Cozinha regional | Italiana,Restaurante
04430147000172,Portuguesa,Restaurante
04430394000179,Brasileira,Cafeteria
04432448000135,Brasileira,Restaurante
04437628000100,Cozinha regional,Restaurante
04437690000100,Brasileira,Restaurante
04438224000130,Brasileira,Similar
04439698000105,Cozinha regional,Restaurante
04446333000108,Brasileira,Restaurante
04447031000146,Brasileira | Portuguesa,Restaurante
04449756000173,Americana,Bar
04451189000190,Brasileira,Bar
04451537000129,Brasileira | Japonesa,Restaurante
04452282000119,Brasileira | Cozinha regional | Italiana,Restaurante
04452282000208,Brasileira | Cozinha regional | Italiana,Restaurante
04455174000108,Alemã | Brasileira,Cafeteria
04458918000130,Italiana,Restaurante
04465938000138,Brasileira,Restaurante
04466468000127,Brasileira,Restaurante
04466774000163,Brasileira,Restaurante
04467613000194,Cozinha regional,Restaurante
04474454000155,Cozinha regional,Restaurante
04474544000146,Alemã,Restaurante
04479182000186,Italiana,Restaurante
04480394000183,Brasileira | Cozinha regional,Restaurante
04483287000109,Portuguesa,Restaurante
04483679000178,Brasileira,Restaurante
04486273000149,Brasileira,Restaurante
04488719000174,Cozinha regional,Restaurante
04489008000114,Cozinha regional,Restaurante
