CNPJ,ESPECIALIDADE
21251200000197,Brasileira | Portuguesa
31073055000155,Italiana
33117853000167,Brasileira
12049950000190,Cozinha regional | Italiana
34510757000147,Cozinha regional
06994905000100,Japonesa
32673396000124,Alemã | Italiana | Portuguesa
37097820000153,Brasileira
32175247000135,Brasileira | Árabe
19789877000131,Brasileira
32179096000193,Mexicana
19988416000198,Cozinha regional
33763143000104,Brasileira
23743486000153,Brasileira | Cozinha regional
29111208000160,Cozinha regional
33672845000182,Brasileira
35856118000109,Brasileira
38493173000161,Brasileira
33733959000195,Brasileira
17673617000170,Cozinha regional
17756219000118,Brasileira | Cozinha regional | Portuguesa
26029536000123,Brasileira | Chinesa | Cozinha regional
00495189000130,Brasileira
01632132000107,Brasileira
04523057000126,Brasileira
35494810000126,Italiana | Portuguesa
09562060000172,Americana
12505736000109,Americana
11127044000101,Brasileira
09050382000132,Brasileira
28311765000161,Brasileira | Cozinha regional
55012116000132,Brasileira | Francesa
24200052000170,Japonesa
21357459000206,Japonesa
00677525000166,Brasileira
09323803000151,Italiana
40352878000100,Brasileira
37604432000111,Brasileira | Cozinha regional
40672003000196,Brasileira
10557399000160,Brasileira
29779167000184,Brasileira | Portuguesa
80561459000101,Brasileira | Cozinha regional
41861786000119,Cozinha regional
33298205000154,Cozinha regional
24598434000101,Brasileira
30832524000100,Brasileira
02967526000170,Italiana
53154225000169,Cozinha regional
31735881000112,Brasileira
12964285000160,Italiana
26310700000176,Alemã
07906446000129,Brasileira | Italiana
55631907000140,Brasileira | Italiana
21661318000193,Cozinha regional
19371704000107,Japonesa
41586807000135,Brasileira
42133444000145,Brasileira
38450913000182,Brasileira | Italiana | Mexicana
41860831000110,Brasileira | Cozinha regional | Italiana
01567052000107,Brasileira | Italiana
32829901000187,Brasileira | Cozinha regional
20279159000102,Brasileira | Cozinha regional
28649271000191,Americana | Argentina | Brasileira
33553547000173,Brasileira | Cozinha regional | Italiana
34181543000174,Brasileira
34547395000169,Brasileira | Cozinha regional | Italiana
19700854000109,Brasileira
06956372000172,Brasileira
36024154000160,Brasileira | Italiana
19563012000152,Brasileira
19215426000190,Brasileira
09323803000232,Italiana
42401529000167,Brasileira
14191169000180,Cozinha regional
42363334000170,Brasileira | Cozinha regional | Portuguesa
34882486000150,Brasileira | Cozinha regional
10452855000107,Italiana
28900834000172,Brasileira
32065934000106,Cozinha regional
39931575000163,Brasileira | Cozinha regional
19356613000194,Brasileira
05725115000167,Brasileira
29134482000154,Brasileira
16746865000131,Brasileira | Cozinha regional
10321114000197,Brasileira | Cozinha regional
37558309000101,Brasileira
37985098000193,Brasileira | Cozinha regional
08791060000181,Brasileira
08791060000858,Brasileira
08791060001072,Brasileira
31963318000100,Brasileira
39419564000107,Brasileira
16556150000116,Brasileira
18556098000123,Brasileira
35882518000180,Brasileira
19340036000142,Brasileira | Cozinha regional
18794110000138,Brasileira | Cozinha regional
15559159000118,Brasileira
09248412000110,Brasileira | Cozinha regional | Portuguesa
30034727000150,Argentina | Brasileira | Árabe
27864020000167,Italiana
33763290000184,Italiana
38214131000144,Brasileira | Cozinha regional
36636182000139,Italiana
10642607000129,Brasileira | Cozinha regional
83160739000198,Americana | Brasileira | Italiana
17450030000100,Cozinha regional | Portuguesa
06299965000103,Brasileira
78993805000170,Brasileira
11972529000193,Brasileira
90131350000180,Brasileira | Italiana
41232006000171,Brasileira | Cozinha regional
09046531000190,Alemã
10621149000141,Brasileira
82209677000107,Brasileira
11454986000196,Brasileira
28953641000180,Italiana
29456838000176,Brasileira
33970435000118,Brasileira
02792494000110,Italiana
80696677000145,Italiana
08791060001153,Brasileira
12441437000140,Brasileira
27893128000188,Brasileira
39486419000130,Cozinha regional
39381751000130,Brasileira
08791060000939,Brasileira
28039327000196,Brasileira | Cozinha regional
38046378000107,Brasileira
29258583000137,Brasileira
35551931000162,Brasileira | Cozinha regional | Italiana
34593913000180,Brasileira
36018323000150,Cozinha regional
30136746000198,Brasileira
28756081000173,Brasileira | Cozinha regional
39821632000151,Brasileira | Portuguesa
34193370000104,Brasileira
38314414000168,Alemã | Americana | Brasileira
22425211000109,Italiana
26308777000101,Brasileira | Cozinha regional
32018648000181,Brasileira
32335962000198,Brasileira | Cozinha regional | Portuguesa
33301086000222,Brasileira | Italiana
13083210000132,Brasileira | Italiana
42269342000151,Brasileira | Cozinha regional | Espanhola
24554635000107,Alemã | Brasileira | Cozinha regional
27434841000163,Portuguesa
11586050000119,Cozinha regional | Italiana
01009348000102,Francesa
12925506000190,Brasileira
76430438000171,Brasileira
18500394000102,Brasileira
41741671000190,Cozinha regional
41244264000178,Brasileira | Cozinha regional
32816048000169,Japonesa
33249284000103,Brasileira
07370262000197,Brasileira
39458397000103,Brasileira
24548962000148,Brasileira
70163258000194,Brasileira | Cozinha regional
03069726000179,Brasileira | Italiana
11112442000146,Brasileira | Italiana
08503848000145,Americana
07918970000110,Brasileira | Cozinha regional
29403125000144,Brasileira | Cozinha regional
10841554000175,Brasileira | Cozinha regional | Italiana
03243288000113,Brasileira
06971763000166,Americana
14363631000180,Cozinha regional
39342401000165,Brasileira
21726058000197,Brasileira
42336389000190,Brasileira
39420412000116,Brasileira
30964898000189,Brasileira | Cozinha regional
15710194000196,Brasileira | Italiana
35791032000137,Brasileira
17493408000145,Americana
00327727000188,Italiana | Mexicana | Portuguesa
31083787000126,Brasileira
08791060000262,Brasileira
08791060000505,Brasileira
23637868000100,Americana
23327966000133,Francesa | Italiana | Portuguesa
38010790000169,Brasileira | Italiana
28369584000196,Brasileira
37206997000140,Brasileira
27306316000162,Brasileira
19981673000106,Brasileira
31385704000153,Brasileira | Portuguesa
29214908000180,Brasileira
40438265000190,Brasileira
35247176000127,Brasileira | Cozinha regional | Italiana
29322052000166,Cozinha regional
35328453000126,Brasileira | Cozinha regional
26357937000293,Brasileira | Cozinha regional | Italiana
01311882000179,Brasileira
23412805000148,Japonesa
17048441000166,Argentina
07984672000128,Portuguesa
34046298000192,Brasileira
30911021000120,Brasileira | Italiana | Portuguesa
09067440000130,Brasileira | Italiana
35084845000197,Brasileira | Cozinha regional
31563980000164,Brasileira
36552795000198,Brasileira | Cozinha regional
38406190000114,Brasileira
24896166000104,Brasileira | Cozinha regional | Portuguesa
37268381000102,Brasileira
08791060001234,Brasileira
39553998000197,Americana | Argentina | Brasileira
39891824000134,Brasileira | Cozinha regional
35687507000140,Cozinha regional
35094285000151,Brasileira | Cozinha regional
31535061000187,Brasileira | Árabe
12376892000109,Brasileira
05863712000158,Brasileira
22458682000113,Brasileira
18472004000138,Brasileira | Cozinha regional
76861814000182,Brasileira
09655191000102,Brasileira
09375324000260,Alemã | Brasileira | Italiana
18371675000102,Cozinha regional
23668183000113,Americana | Brasileira | Cozinha regional
04716762000140,Chinesa
11400642000102,Brasileira
29031900000188,Brasileira | Cozinha regional
57557738000171,Brasileira | Cozinha regional
33433575000157,Brasileira | Cozinha regional
37845783000114,Brasileira
37441350000101,Japonesa
31283974000153,Brasileira
41277874000178,Alemã | Brasileira | Cozinha regional
36714579000100,Brasileira
08436028000188,Brasileira
34986325000107,Brasileira
11881110000126,Japonesa
23361193000101,Brasileira | Cozinha regional | Portuguesa
07816609000182,Brasileira
20305354000151,Americana | Brasileira
29881796000110,Italiana
41444284000192,Italiana
07513810000190,Brasileira
10945148000152,Chinesa
37253647000135,Brasileira
24361398000150,Portuguesa
07561666000320,Brasileira
14503618000189,Brasileira
34769288000185,Brasileira
36929231000121,Americana
29961891000124,Americana | Brasileira
33297153000100,Italiana
31364851000147,Brasileira
29915582000207,Brasileira | Cozinha regional | Italiana
16102449000109,Brasileira
01632132000360,Brasileira
77814531000142,Brasileira | Cozinha regional
12792868000150,Cozinha regional
00440007000124,Americana | Italiana
10474014000109,Americana | Italiana
15750482000174,Brasileira | Cozinha regional
28799522000114,Brasileira
31062826000109,Cozinha regional
71767230000471,Italiana
41640499000189,Brasileira | Cozinha regional | Italiana
22127259000130,Brasileira
18774664000173,Portuguesa
38252046000170,Brasileira
35836644000107,Cozinha regional
41897333000142,Brasileira | Cozinha regional
17635127000180,Brasileira | Cozinha regional
05194761000145,Brasileira
48979710000131,Brasileira | Cozinha regional
03734057000102,Brasileira
13638310000188,Brasileira
18091200000162,Brasileira | Cozinha regional
07233432000191,Argentina
02693359000117,Chinesa | Japonesa | Tailandesa
36277229000115,Brasileira
38268436000139,Brasileira
28771680000166,Brasileira
10973044000151,Americana | Brasileira | Italiana
24539952000146,Japonesa
01083566000197,Brasileira
07723656000181,Brasileira | Cozinha regional
28798157000123,Italiana
23798400000190,Americana | Brasileira
29067442000137,Brasileira | Cozinha regional
28941093000178,Americana | Brasileira
39869462000185,Brasileira
39692277000168,Brasileira
12681538000198,Brasileira
32013751000139,Brasileira
39927387000161,Brasileira | Cozinha regional
29236129000185,Cozinha regional
28620682000154,Brasileira
41095129000108,Brasileira
40341361000116,Brasileira | Italiana
15122577000143,Cozinha regional
28752744000181,Francesa
33363677000305,Brasileira
31780341000150,Brasileira | Cozinha regional
09573310000170,Alemã | Americana
32927649000149,Brasileira
31343492000141,Brasileira
35387995000170,Brasileira
17754331000110,Italiana
10600941000110,Americana | Brasileira
42106274000100,Brasileira
40977291000197,Brasileira
31787131000194,Italiana
39493668000153,Cozinha regional
33336875000118,Brasileira
40237936000155,Brasileira | Italiana
30063138000109,Brasileira
28313966000106,Alemã | Americana | Brasileira
42324119000160,Brasileira
42526829000172,Brasileira
48279533000180,Brasileira | Cozinha regional
21714121000175,Brasileira | Cozinha regional
19709751000100,Brasileira
71767230000390,Italiana
16980830000162,Brasileira
34530361000161,Brasileira | Cozinha regional
41803986000115,Brasileira | Cozinha regional | Portuguesa
35247701000104,Brasileira | Cozinha regional
05906716000176,Cozinha regional
05625580000126,Brasileira
27474633000198,Cozinha regional
02967041000187,Brasileira
42144494000128,Cozinha regional
27763405000138,Cozinha regional
38470820000110,Brasileira | Italiana
35785240000123,Brasileira
34453846000107,Brasileira
33521256000101,Cozinha regional
33779412000120,Brasileira
97526059000150,Portuguesa
30064001000160,Brasileira | Italiana
07905605000170,Japonesa
11932884000139,Brasileira
85004901000104,Brasileira | Cozinha regional
24413639000167,Brasileira
19339385000144,Brasileira | Cozinha regional
72362452000124,Alemã
40837645000106,Americana | Cozinha regional | Japonesa
37000926000197,Brasileira | Cozinha regional
13464685000179,Brasileira
31388880000149,Brasileira
30002606000127,Americana
17755441000104,Cozinha regional
12765635000169,Italiana
37300600000185,Americana
05728333000155,Brasileira
38423488000132,Brasileira
12333728000114,Brasileira
03199804000150,Brasileira
36168445000122,Italiana
42592211000100,Brasileira | Portuguesa
41043495000113,Brasileira
28539791000141,Cozinha regional
11194261000106,Brasileira | Italiana
60215878000176,Brasileira
28628631000179,Brasileira
30047312000111,Brasileira | Italiana
41347496000151,Brasileira | Japonesa | Portuguesa
15226989000123,Cozinha regional | Italiana
39812282000167,Brasileira
12635119000110,Brasileira | Cozinha regional
13293636000110,Brasileira
19094409000142,Americana | Brasileira
19713421000198,Brasileira
07005642000122,Americana | Brasileira | Italiana
27708251000181,Cozinha regional
49714561000141,Brasileira
08077914000162,Brasileira
31546177000111,Alemã | Americana | Brasileira
38707796000190,Brasileira | Cozinha regional
25029697000154,Americana | Brasileira | Italiana
30357565000191,Cozinha regional | Italiana
38344497000138,Brasileira | Cozinha regional
30233975000120,Brasileira
24431329000175,Brasileira
21633422000174,Brasileira | Portuguesa
21190891000166,Americana
40440566000159,Brasileira
29558293000109,Brasileira
04509571000107,Brasileira
25372230000102,Brasileira
41742741000125,Americana
26961301000175,Cozinha regional | Japonesa
28820828000105,Brasileira | Cozinha regional
36355396000137,Brasileira
01706341000220,Brasileira
32230411000160,Francesa | Italiana
25275635000122,Brasileira
02267062000190,Americana | Árabe
25082304000176,Brasileira
41484961000104,Americana | Brasileira
18037270000132,Brasileira
24040528000152,Brasileira
20020587000108,Brasileira
33101503000102,Brasileira
12104817000199,Brasileira | Cozinha regional
28579998000140,Brasileira
04793495000104,Brasileira | Cozinha regional
31771490000153,Brasileira | Cozinha regional
40677082000128,Cozinha regional
05453425000250,Cozinha regional | Italiana
22398217000134,Italiana
27093585000198,Brasileira | Cozinha regional
01963080000143,Brasileira
03708568000150,Cozinha regional | Italiana
38389387000192,Brasileira
41516622000154,Portuguesa
27413405000108,Cozinha regional
35702953000186,Brasileira
07409328000105,Brasileira
35433147000150,Japonesa
05115136000160,Brasileira
16553101000120,Brasileira
39659864000155,Brasileira | Francesa | Italiana
35401661000103,Argentina
42495668000105,Italiana
29459056000190,Brasileira | Portuguesa
12387975000101,Brasileira | Cozinha regional
04709252000145,Brasileira
15377305000194,Cozinha regional
37833094000190,Japonesa
41468090000127,Brasileira
11319823000109,Brasileira
37845801000168,Brasileira
39940559000137,Brasileira | Espanhola | Portuguesa
25228025000178,Brasileira
39851539000190,Italiana
42661336000145,Brasileira | Cozinha regional
01029886000169,Brasileira | Cozinha regional
17024724000178,Brasileira
04754865000102,Italiana
42340288000193,Brasileira | Cozinha regional
21247699000169,Brasileira | Italiana | Mexicana
35807713000146,Cozinha regional
20856176000157,Brasileira | Cozinha regional
37434245000137,Argentina | Brasileira | Italiana
10734467000119,Cozinha regional
41545241000101,Brasileira
92357078000186,Alemã | Brasileira | Cozinha regional
42681427000142,Brasileira
33805064000119,Francesa | Italiana | Portuguesa
08157288000114,Brasileira
21921301000128,Brasileira | Cozinha regional
15237238000102,Americana
32522046000167,Italiana
27216869001287,Brasileira
26529683000162,Brasileira
05453425000170,Cozinha regional | Italiana
24512192000183,Brasileira
36362174000141,Americana | Brasileira | Italiana
22809908000183,Brasileira | Cozinha regional | Francesa
39729379000100,Americana
24276908000190,Brasileira
18166947000132,Brasileira
39669669000106,Brasileira
22457841000246,Italiana
34763092000183,Asiática | Chinesa | Japonesa
35579198000194,Brasileira | Cozinha regional
26588497000102,Brasileira | Cozinha regional
39768681000178,Brasileira | Cozinha regional
42264349000180,Americana | Brasileira | Cozinha regional
26503790000111,Brasileira
41191138000100,Brasileira
30125029000160,Brasileira | Italiana
11686335000121,Brasileira
42360134000163,Cozinha regional
02069293000199,Italiana
34565245000188,Espanhola | Portuguesa
09653831000137,Brasileira
39488078000132,Brasileira
24543751000112,Brasileira
21964718000178,Brasileira
22233207000149,Brasileira | Cozinha regional
37078174000187,Brasileira
37787139000137,Italiana
28952709000106,Brasileira | Italiana | Mexicana
32723745000175,Brasileira | Cozinha regional
07237823000184,Brasileira
24976658000100,Brasileira | Cozinha regional
42682643000102,Brasileira | Cozinha regional
27968542000109,Brasileira
24668388000161,Brasileira | Cozinha regional
35618661000160,Brasileira | Italiana
41554828000179,Brasileira
12514130000121,Brasileira
34060072000146,Brasileira
33040747000122,Brasileira
09158024000148,Brasileira
30516927000140,Brasileira
13725215000111,Brasileira
16852010000195,Cozinha regional
31575002000132,Brasileira
18811442000183,Brasileira | Japonesa
26262419000105,Italiana
37969511000126,Brasileira
75818229000137,Brasileira | Cozinha regional
17188774000190,Argentina | Brasileira
07248908000168,Brasileira
21392491000133,Brasileira
31627807000182,Italiana
40093871000111,Brasileira
31079945000174,Brasileira | Cozinha regional
04821493000181,Japonesa
23501565000158,Brasileira
19294765000100,Brasileira
25014018000173,Brasileira
27571945000110,Brasileira
30207900000175,Brasileira | Cozinha regional
34651403000112,Brasileira
41593479000102,Brasileira
29049836000162,Brasileira
21397645000180,Brasileira
32463760000121,Brasileira
40043058000137,Brasileira
09499512000119,Cozinha regional
41107317000109,Brasileira
29613111000155,Brasileira
41717634000147,Brasileira
30410059000119,Alemã | Brasileira
17214670000103,Brasileira
15634932000163,Cozinha regional
80430952000184,Brasileira | Cozinha regional
08304405000125,Cozinha regional
40452216000102,Brasileira | Cozinha regional | Italiana
37702488000109,Brasileira
28932357000127,Brasileira
34309030000104,Brasileira
36884911000176,Brasileira
22457841000165,Italiana
46995874000127,Brasileira
04141977000180,Brasileira | Italiana
22452637000151,Brasileira
40984289000145,Brasileira
41552186000179,Americana
40166600000149,Brasileira
33109306000130,Cozinha regional
11636387000193,Brasileira
23985708000144,Brasileira
32179395000128,Brasileira
30388575000194,Brasileira
37768168000151,Brasileira | Cozinha regional
27371943000187,Brasileira
34862117000104,Italiana
23783303000204,Italiana
07593561000190,Brasileira | Italiana
33071717000183,Cozinha regional
21366665000193,Brasileira
32387182000191,Brasileira | Francesa
02942526000116,Brasileira | Cozinha regional
29062333000127,Cozinha regional
41383146000140,Alemã | Brasileira
01943249000101,Brasileira
29654826000156,Cozinha regional
34536723000121,Brasileira | Cozinha regional
37539854000150,Brasileira | Cozinha regional
06648286000100,Brasileira
12628151000178,Brasileira | Cozinha regional | Italiana
19322269000112,Brasileira | Cozinha regional | Italiana
08204645000158,Brasileira
42033710000168,Brasileira
42104925000122,Portuguesa
02435009000150,Brasileira | Cozinha regional
32636426000122,Argentina | Brasileira | Cozinha regional
29196205000176,Brasileira
33863794000176,Brasileira
35992654000123,Brasileira | Cozinha regional | Italiana
24897926000190,Brasileira
36923098000104,Brasileira | Cozinha regional | Italiana
11867053000120,Brasileira | Cozinha regional | Italiana
39989160000140,Italiana
36071505000194,Brasileira
35582965000114,Brasileira | Cozinha regional
11077932000159,Brasileira | Cozinha regional
26995601000175,Brasileira
37667208000179,Italiana
05660447000100,Brasileira
40921335000167,Brasileira
04302323000190,Cozinha regional
12840815000168,Brasileira | Cozinha regional
31551899000164,Alemã | Brasileira
14645799000188,Americana | Brasileira
08651727000140,Brasileira | Cozinha regional
39792715000160,Brasileira | Cozinha regional
06285959000105,Brasileira | Italiana
12227670000124,Brasileira
40909133000108,Brasileira
01598882000100,Brasileira | Cozinha regional | Italiana
33948004000155,Brasileira | Cozinha regional
33772132000190,Cozinha regional
37788608000132,Brasileira | Cozinha regional
34210402000132,Americana | Brasileira | Cozinha regional
29649999000186,Brasileira
03018049000160,Italiana
18156376000155,Brasileira
35712913000115,Brasileira | Cozinha regional
12149745000104,Brasileira | Cozinha regional
23538522000147,Brasileira | Cozinha regional
19157766000102,Brasileira | Italiana
30973206000169,Cozinha regional
35303213000177,Italiana
28575746000142,Brasileira
42728302000120,Brasileira
40115004000130,Brasileira
31839837000152,Alemã
29258963000171,Brasileira
15067078000109,Brasileira
20555493000133,Brasileira
24441533000177,Brasileira
20354877000198,Italiana
36420351000107,Brasileira
38333849000150,Italiana
42430571000106,Alemã | Cozinha regional
39479617000177,Brasileira
05974535000187,Alemã | Brasileira | Cozinha regional
26050286000103,Brasileira | Cozinha regional
07325986000119,Cozinha regional | Japonesa
37762492000162,Americana | Cozinha regional
35366787000194,Brasileira
17893838000154,Brasileira
12332919000161,Brasileira
28196950000152,Brasileira | Cozinha regional
19322161000120,Brasileira | Cozinha regional
29078361000132,Italiana
12411180000183,Portuguesa
31676623000102,Brasileira
33502443000130,Japonesa
39910660000145,Cozinha regional
24909891000161,Brasileira
20077499000142,Cozinha regional
26815908000147,Brasileira
23085751000153,Brasileira | Cozinha regional | Árabe
05137122000148,Brasileira | Portuguesa
12217970000122,Cozinha regional
05418997000118,Americana
22280844000176,Brasileira | Cozinha regional
14759036000168,Brasileira | Cozinha regional | Portuguesa
40239182000172,Cozinha regional | Japonesa
39776837000162,Grega
42165870000160,Brasileira | Cozinha regional | Árabe
67539486000101,Brasileira
35255247000133,Italiana
38309994000103,Brasileira | Cozinha regional | Italiana
42725212000186,Brasileira | Cozinha regional
34728081000162,Brasileira | Cozinha regional | Japonesa
35102302000155,Brasileira
13360584000158,Cozinha regional
73266199000178,Brasileira | Cozinha regional | Italiana
28323862000174,Americana
05221047000107,Brasileira | Cozinha regional | Italiana
28222265000153,Brasileira | Cozinha regional
28858491000125,Brasileira
35949995000116,Brasileira
19992482000131,Cozinha regional
33838373000195,Brasileira
32706413000182,Americana | Brasileira
37088885000132,Brasileira
05998379000194,Brasileira | Cozinha regional | Italiana
32488420000155,Cozinha regional
16456669000122,Americana
35380692000125,Brasileira
10832825000126,Brasileira | Francesa
34941273000152,Alemã
30942979000188,Alemã | Americana | Brasileira
29884477000169,Brasileira
39943694000136,Brasileira
34086196000109,Japonesa
36397259000165,Brasileira | Cozinha regional
42421430000127,Brasileira | Cozinha regional
40056661000153,Brasileira | Cozinha regional
35256924000138,Brasileira
13222554000185,Japonesa
30922698000163,Brasileira | Cozinha regional
07146216000109,Brasileira
32650621000107,Brasileira | Cozinha regional
39474757000152,Brasileira
13576354000201,Cozinha regional
19748167000163,Brasileira | Cozinha regional
21857088000132,Cozinha regional
37936237000199,Italiana
03853570000112,Francesa | Italiana
42164519000155,Brasileira | Cozinha regional
21722298000113,Brasileira
35072967000163,Brasileira | Cozinha regional | Mexicana
29032973000194,Brasileira | Cozinha regional
37369947000184,Americana | Brasileira
09187362000108,Cozinha regional
42768722000130,Argentina | Brasileira | Cozinha regional
42654203000141,Portuguesa
26152443000191,Americana
40710946000166,Brasileira | Cozinha regional
09522737000149,Cozinha regional
30859773000199,Brasileira
23954537000196,Brasileira | Cozinha regional
34501674000191,Brasileira
33866892000167,Alemã | Brasileira
31697781000149,Brasileira
20465929000101,Brasileira | Cozinha regional
42582530000135,Cozinha regional
35485152000106,Americana
42774365000113,Brasileira | Cozinha regional
13307499000126,Brasileira
34681590000187,Brasileira
29822497000105,Brasileira | Italiana | Árabe
35209996000124,Brasileira | Cozinha regional | Italiana
29526294000171,Brasileira
39777980000179,Brasileira | Italiana
32425603000121,Brasileira
37997050000103,Brasileira | Italiana | Japonesa
37305999000197,Argentina | Brasileira
14061258000102,Brasileira
19621402000131,Brasileira
30687704000145,Italiana
18885142000149,Alemã | Americana
26928138000149,Brasileira
40895514000177,Brasileira | Italiana
80034655000110,Brasileira
36859046000108,Portuguesa
09340995000104,Brasileira
39227987000117,Brasileira | Cozinha regional
38398241000103,Brasileira
18422665000159,Brasileira
27286419000108,Japonesa
04756070000125,Brasileira | Cozinha regional
28179484000105,Cozinha regional
15470083000150,Cozinha regional
16964611000190,Brasileira
05422422000179,Americana | Brasileira
41001301000117,Brasileira
19297721000133,Brasileira
10837831000176,Brasileira | Cozinha regional
35737127000172,Brasileira | Italiana
21417723000160,Brasileira | Italiana
27787487000150,Brasileira
39477186000100,Americana | Brasileira | Cozinha regional
29370201000162,Brasileira
34053347000114,Americana
35403882000110,Alemã | Brasileira | Italiana
28688999000122,Brasileira
39633287000122,Brasileira | Cozinha regional
40344303000146,Brasileira
19974530000169,Brasileira | Portuguesa
06254275000138,Portuguesa
09160634000186,Brasileira
07990637000111,Cozinha regional
16744225000192,Brasileira | Cozinha regional
27081834000125,Italiana
15157560000121,Cozinha regional
27166401000172,Brasileira
28895471000124,Brasileira
14704361000123,Brasileira
26641279000186,Brasileira
27426594000153,Cozinha regional
31745274000133,Portuguesa
19941516000169,Chinesa | Japonesa
22918025000101,Chinesa | Japonesa
24312690000182,Brasileira | Cozinha regional
32578496000171,Brasileira | Italiana
33138759000194,Brasileira
14077900000141,Brasileira
26477611000119,Americana
27274807000179,Cozinha regional
17490689000182,Brasileira
30926503000153,Brasileira
17691026000126,Cozinha regional | Japonesa
39817568000135,Brasileira
37954298000189,Brasileira | Cozinha regional
10369077000197,Brasileira
14863504000140,Brasileira | Cozinha regional
42850633000139,Brasileira
09287047000152,Brasileira | Francesa | Italiana
23562829000183,Brasileira | Cozinha regional
29714670000151,Brasileira
42859535000162,Brasileira
12215952000101,Americana | Argentina | Brasileira
40260597000128,Americana
42351844000127,Cozinha regional
21571793000179,Italiana
09397855000172,Alemã | Cozinha regional | Italiana
82858523000138,Cozinha regional | Italiana | Portuguesa
09203421000194,Brasileira | Cozinha regional | Italiana
24937935000167,Brasileira
32017727000178,Brasileira
28142195000123,Brasileira
07170468000173,Brasileira
27785888000171,Brasileira
28679365000103,Brasileira
20419819000103,Brasileira
34890203000112,Brasileira | Cozinha regional
36853953000140,Brasileira
10657770000165,Indiana | Italiana
03016958000169,Brasileira | Cozinha regional
26260786000170,Brasileira
07114195000140,Brasileira | Chinesa | Cozinha regional
42529334000105,Brasileira
28496805000197,Brasileira
15653506000177,Brasileira
32040593000106,Brasileira
78780467000199,Brasileira | Cozinha regional
29269553000126,Italiana
41751355000108,Brasileira | Cozinha regional
25246234000144,Brasileira
41450318000151,Brasileira | Cozinha regional
04455174000108,Alemã | Brasileira
08752631000179,Brasileira
82861170000125,Brasileira
24900096000102,Brasileira | Cozinha regional
28988937000136,Brasileira
31619867000153,Cozinha regional
24963550000174,Brasileira | Cozinha regional
18570894000110,Brasileira
29928246000100,Brasileira | Cozinha regional
10498447000196,Brasileira | Cozinha regional
34467329000189,Brasileira
23788035000132,Brasileira | Cozinha regional | Italiana
41166377000100,Brasileira | Cozinha regional
09519147000167,Brasileira
23300896000120,Brasileira | Cozinha regional | Italiana
35161885000195,Americana
32304182000180,Brasileira
34555456000130,Brasileira | Cozinha regional
41805023000150,Alemã | Americana | Brasileira
37854424000123,Brasileira
28499498000106,Brasileira | Italiana | Portuguesa
37589805000122,Brasileira | Cozinha regional
10887539000168,Mexicana
16464952000104,Americana
19813738000104,Cozinha regional
36412334000110,Brasileira | Cozinha regional
18854420000281,Italiana
13788181000104,Brasileira | Italiana
29188155000185,Americana | Brasileira
40329268000196,Brasileira
40021582000107,Americana | Francesa
32844880000179,Portuguesa
31413265000145,Italiana
10604629000102,Italiana
13119428000108,Brasileira
11899228000181,Italiana
37436728000170,Brasileira | Cozinha regional | Italiana
28900501000143,Brasileira
29415927000174,Brasileira | Espanhola | Italiana
24818793000119,Italiana
08803062000143,Brasileira
25155735000115,Brasileira
35290285000127,Brasileira
01002727000170,Italiana
30835101000143,Brasileira
16939854000178,Brasileira
36653697000147,Americana | Portuguesa
34567496000100,Cozinha regional
16740161000151,Brasileira | Italiana | Mexicana
32206322000188,Alemã | Americana | Italiana
34915824000103,Brasileira | Italiana
24575049000130,Brasileira | Cozinha regional
31216441000159,Brasileira | Japonesa
10523079000199,Brasileira | Cozinha regional
17568115000180,Brasileira | Cozinha regional
07773035000102,Cozinha regional
35255449000185,Americana | Brasileira
34576035000195,Brasileira | Francesa | Italiana
42887722000150,Brasileira
28341817000142,Brasileira | Cozinha regional
31947804000126,Brasileira | Cozinha regional
26713936000153,Brasileira | Portuguesa
36642525000178,Brasileira
00256837000104,Brasileira
35192323000109,Brasileira
32996914000140,Italiana
18627251000166,Brasileira
22826199000144,Brasileira | Cozinha regional
42762362000160,Brasileira | Cozinha regional
17427839000103,Americana
32973908000178,Americana | Brasileira | Mexicana
20612954000162,Brasileira
68294115000170,Brasileira
32825064000118,Brasileira
17211389000117,Cozinha regional
35332523000110,Brasileira
23516384000103,Espanhola
06127307000134,Brasileira
39644039000187,Americana | Brasileira | Italiana
26495483000136,Brasileira
12141807000123,Brasileira
13009197000171,Chinesa | Japonesa
37832663000182,Brasileira | Italiana
34582938000189,Chinesa | Francesa
05750525000168,Brasileira
74015868000100,Brasileira
42918770000168,Brasileira
41346250000165,Cozinha regional
24675747000108,Brasileira
29703548000180,Brasileira
26753345000100,Brasileira
30098484000114,Brasileira | Cozinha regional | Italiana
10822318000101,Brasileira | Cozinha regional
19183366000171,Japonesa
38426158000109,Brasileira
13350736000131,Brasileira
31429423000155,Brasileira | Cozinha regional
18622449000157,Brasileira
21933149000101,Brasileira
42314945000128,Alemã
03865659000107,Brasileira | Cozinha regional
37804775000120,Americana | Brasileira
10213689000196,Brasileira
01261392000105,Brasileira
26006135000158,Americana | Mexicana
01573718000130,Alemã | Brasileira | Italiana
35616449000163,Brasileira
03292483000133,Cozinha regional
24249046000107,Brasileira | Cozinha regional
40398493000184,Brasileira
00137388000177,Brasileira
01511761000170,Alemã | Brasileira
34960371000137,Brasileira
21533190000182,Brasileira | Cozinha regional
18614445000127,Brasileira | Cozinha regional
